,reviews_raw,language,reviews
361,"Os funcionários podem comprar itens mais baratos, é uma multinacional... Normalmente não existe plano de carreira para quem é estagiário, mas enquanto isso faz com que o funcionário se desenvolva",p,"Employees can buy cheaper items, it\'s a multinational ... Normally there is no career plan for a trainee, but in the meantime it makes the employee develop"
362,Bom plano de saúde bom plano dentário com oportunidade de crescimento boa estabilidade financeira pessoal responsável e que trabalha com seriedade e reaponsabilidade,p,Good health plan good dental plan with good growth opportunity personal financial stability responsible and working with seriousness and reapability
363,"Encarreiramento, multinacional, clima organizacional, construção de time, meritocracia, benefícios, ferramentas de trabalho, oportunidade de crescimento",p,"Entrepreneurship, multinational, organizational climate, team building, meritocracy, benefits, work tools, opportunity for growth"
364,"Bom lugar de se trabalhar com plano de carreira sólido, oferece benefícios e muita oportunidades. Com diversas plantas no brasil e no mundo o profissional pode se planejar para desenvolver.",p,"Good place to work with a solid career plan, offers benefits and lots of opportunities. With several plants in Brazil and in the world the professional can plan to develop."
365,"Pagamento em dia, beneficios, plano de saude, seguro de vida e vale transporte. nao tenho mais o que escrever, pois os pontos positivos sao poucos.",p,"Payment on time, benefits, health plan, life insurance and transportation costs. I do not have anything else to write because the positive points are few."
366,"Possibilidade de carreira internacional, remuneração é relativamente bem competitiva em relação ao mercado de trabalho. Uma empresa informal.",p,"Possibility of an international career, remuneration is relatively well competitive in relation to the labor market. An informal company."
367,"Liberdade para criação de novas formas de trabalho. Novos relatórios, novas formas de apresentação e reconhecimento por essas inovações foram pontos muito positivos.",p,"Freedom to create new forms of work. New reports, new forms of presentation and recognition for these innovations were very positive points."
368,"Empresa de grande porte, com remuneração compatível com o mercado, bons benefícios e grandes chances de crescimento. Ideal para quem está em início de carreira.",p,"Large company, with remuneration compatible with the market, good benefits and great chances of growth. Ideal for those who are early in their careers."
369,"Qualidade de vida, aprendizado sobre toda a cadeia, clima familiar, e para crescer depende muito de você e de quem você trabalha. Todos muito abertos para ensinar",p,"Quality of life, learning about the whole chain, family climate, and to grow up depends a lot on you and who you work with. All too open to teach"
370,"Sinergia muito boa em alguns departamentos, empresa que preza por sustentabilidade, muitos benefícios aos funcionários, área de gente sempre preocupada com o bem estar dos funcionários",p,"Very good synergy in some departments, a company that values sustainability, many benefits to employees, an area of people always concerned with the well-being of employees"
371,"Empresa muito correta, muitas oportunidades de crescimento. Beneficios interessantes. Incentivo à educação. Fornecem treinamentos e se preocupam com a segurança.",p,"Very correct company, many growth opportunities. Interesting benefits. Incentive to education. They provide training and care about safety."
372,"empresa que cumpre com suas obrigações trabalhistas a risca, remuneração muito boa, benefícios compatíveis com o tamanho da empresa. indico a mesma.",p,"company that complies with its strict labor obligations, very good compensation, benefits compatible with the size of the company. I indicate the same."
373,Oferece grandes oportunidades de desenvolver suas capacidades profissionais na área de gestão de pessoas. Você pode desempenhar funções que possibilitem sem crescimento dentro da empresa .,p,It offers great opportunities to develop your professional skills in the area of people management. You can perform functions that enable no growth within the enterprise.
